"Publisher","ISSN","eISSN","JIF","Publication Year"
"MOSBY-ELSEVIER","0002-9378","1097-6868",4.704,2014
"ELSEVIER SCIENCE INC","0891-5849","1873-4596",5.736,2014
"ELSEVIER SCIENCE INC","0891-5849","1873-4596",5.736,2014
"PUBLIC LIBRARY SCIENCE","1553-7390","1553-7404",7.528,2014
"AMER ECONOMIC ASSOC","0002-8282","1944-7981",3.673,2014
"BMJ PUBLISHING GROUP","0003-4967","1468-2060",10.377,2014
"ELSEVIER SCIENCE BV","0022-1694","1879-2707",3.053,2014
"ELSEVIER SCIENCE BV","0022-1694","1879-2707",3.053,2014
"ELSEVIER SCIENCE BV","0022-1694","1879-2707",3.053,2014
"SPRINGER","0009-921X","1528-1132",2.765,2014
"SPRINGER","0009-921X","1528-1132",2.765,2014
"AMER SOC PHARMACOLOGY EXPERIMENTAL THERAPEUTICS","0022-3565","1521-0103",3.972,2014
"LIPPINCOTT WILLIAMS & WILKINS","0090-3493","1530-0293",6.312,2014
"ELSEVIER SCIENCE BV","0926-3373","1873-3883",7.435,2014
"ELSEVIER SCIENCE BV","0926-3373","1873-3883",7.435,2014
"ELSEVIER SCIENCE BV","0926-3373","1873-3883",7.435,2014
"WILEY-BLACKWELL","0021-9967","1096-9861",3.225,2014
"WILEY-BLACKWELL","0021-9967","1096-9861",3.225,2014
"NATURE PUBLISHING GROUP","1471-003X","1471-0048",31.427,2014
"WILEY-BLACKWELL","0962-1083","1365-294X",6.494,2014
"WILEY-BLACKWELL","0962-1083","1365-294X",6.494,2014
"WILEY-BLACKWELL","0962-1083","1365-294X",6.494,2014
"WILEY-BLACKWELL","0364-5134","1531-8249",9.977,2014
"WILEY-BLACKWELL","0364-5134","1531-8249",9.977,2014
"LIPPINCOTT WILLIAMS & WILKINS","1079-5642","1524-4636",6.008,2014
"LIPPINCOTT WILLIAMS & WILKINS","1079-5642","1524-4636",6.008,2014
"WILEY-BLACKWELL","0014-3820","1558-5646",4.612,2014
"WILEY-BLACKWELL","0014-3820","1558-5646",4.612,2014
"WILEY-BLACKWELL","0014-3820","1558-5646",4.612,2014
"OXFORD UNIV PRESS","0022-0957","1460-2431",5.526,2014
"ELSEVIER IRELAND LTD","0304-3940","1872-7972",2.03,2014
"NATURE PUBLISHING GROUP","1548-7091","1548-7105",32.072,2014
"AMER CHEMICAL SOC","1944-8244","1944-8252",6.723,2014
"AMER CHEMICAL SOC","1944-8244","1944-8252",6.723,2014
"IOP PUBLISHING LTD","0022-3727","1361-6463",2.721,2014
"IOP PUBLISHING LTD","0004-6256","1538-3881",4.024,2014
"AMER SOC NEPHROLOGY","1046-6673","1533-3450",9.343,2014
"ELSEVIER SCIENCE INC","0003-4975","1552-6259",3.849,2014
"ELSEVIER SCIENCE INC","0003-4975","1552-6259",3.849,2014
"ELSEVIER SCIENCE INC","0003-4975","1552-6259",3.849,2014
"ROYAL SOC","0962-8436","1471-2970",7.055,2014
"AMER PHYSIOLOGICAL SOC","0363-6135","1522-1539",3.838,2014
"AMER PHYSIOLOGICAL SOC","0363-6135","1522-1539",3.838,2014
"AMER PHYSIOLOGICAL SOC","0363-6135","1522-1539",3.838,2014
"AMER CHEMICAL SOC","1525-7797","1526-4602",5.75,2014
"AMER CHEMICAL SOC","1525-7797","1526-4602",5.75,2014
"AMER CHEMICAL SOC","1525-7797","1526-4602",5.75,2014
"ELSEVIER SCIENCE BV","0304-3959","1872-6623",5.213,2014
"ELSEVIER SCIENCE BV","0304-3959","1872-6623",5.213,2014
"ELSEVIER SCIENCE BV","0304-3959","1872-6623",5.213,2014
"AMER SOC CELL BIOLOGY","1059-1524","1939-4586",4.466,2014
"ELSEVIER SCIENCE INC","0015-0282","1556-5653",4.59,2014
"ELSEVIER SCIENCE INC","0015-0282","1556-5653",4.59,2014
"ELSEVIER SCIENCE BV","0167-577X","1873-4979",2.489,2014
"ELSEVIER SCIENCE BV","0167-577X","1873-4979",2.489,2014
"ACADEMIC PRESS INC ELSEVIER SCIENCE","0012-1606","1095-564X",3.547,2014
"ELSEVIER SCI LTD","0144-8617","1879-1344",4.074,2014
"ELSEVIER SCI LTD","0144-8617","1879-1344",4.074,2014
"ELSEVIER SCI LTD","0144-8617","1879-1344",4.074,2014
"ROYAL SOC CHEMISTRY","2040-3364","2040-3372",7.394,2014
"ROYAL SOC CHEMISTRY","2040-3364","2040-3372",7.394,2014
"ROYAL SOC CHEMISTRY","2040-3364","2040-3372",7.394,2014
"ROYAL SOC CHEMISTRY","2040-3364","2040-3372",7.394,2014
"PERGAMON-ELSEVIER SCIENCE LTD","0277-9536","1873-5347",2.89,2014
"PERGAMON-ELSEVIER SCIENCE LTD","0277-9536","1873-5347",2.89,2014
"PERGAMON-ELSEVIER SCIENCE LTD","0277-9536","1873-5347",2.89,2014
"ELSEVIER SCIENCE BV","0039-9140","1873-3573",3.545,2014
"NATURE PUBLISHING GROUP","0002-9270","1572-0241",10.755,2014
"ELSEVIER ADVANCED TECHNOLOGY","0956-5663","1873-4235",6.409,2014
"ELSEVIER ADVANCED TECHNOLOGY","0956-5663","1873-4235",6.409,2014
"ELSEVIER ADVANCED TECHNOLOGY","0956-5663","1873-4235",6.409,2014
"ELSEVIER ADVANCED TECHNOLOGY","0956-5663","1873-4235",6.409,2014
"ELSEVIER ADVANCED TECHNOLOGY","0956-5663","1873-4235",6.409,2014
"IEEE-INST ELECTRICAL ELECTRONICS ENGINEERS INC","0018-9448","1557-9654",2.326,2014
"IEEE-INST ELECTRICAL ELECTRONICS ENGINEERS INC","0018-9448","1557-9654",2.326,2014
"COPERNICUS GESELLSCHAFT MBH","1680-7316","1680-7324",5.053,2014
"SPRINGER","0029-8549","1432-1939",3.093,2014
"WILEY-BLACKWELL","0007-1188","1476-5381",4.842,2014
"PUBLIC LIBRARY SCIENCE","1553-7366","1553-7374",7.562,2014
"PUBLIC LIBRARY SCIENCE","1553-7366","1553-7374",7.562,2014
"PUBLIC LIBRARY SCIENCE","1553-7366","1553-7374",7.562,2014
"SPRINGER","0175-7598","1432-0614",3.337,2014
"ELSEVIER SCIENCE SA","0257-8972","1879-3347",1.998,2014
"ELSEVIER SCIENCE SA","0257-8972","1879-3347",1.998,2014
"GEOLOGICAL SOC AMER, INC","0091-7613","1943-2682",4.884,2014
"ELSEVIER SCIENCE BV","0377-2217","1872-6860",2.358,2014
"IEEE COMPUTER SOC","0162-8828","1939-3539",5.781,2014
"IEEE COMPUTER SOC","0162-8828","1939-3539",5.781,2014
"AMER PUBLIC HEALTH ASSOC INC","0090-0036","1541-0048",4.552,2014
"AMER PUBLIC HEALTH ASSOC INC","0090-0036","1541-0048",4.552,2014
"PERGAMON-ELSEVIER SCIENCE LTD","0017-9310","1879-2189",2.383,2014
"PERGAMON-ELSEVIER SCIENCE LTD","0017-9310","1879-2189",2.383,2014
"PERGAMON-ELSEVIER SCIENCE LTD","0017-9310","1879-2189",2.383,2014
"PERGAMON-ELSEVIER SCIENCE LTD","0031-9422","1873-3700",2.547,2014
"PERGAMON-ELSEVIER SCIENCE LTD","0031-9422","1873-3700",2.547,2014
"AMER ASSOC NEUROLOGICAL SURGEONS","0022-3085","1933-0693",3.737,2014
"AMER ASSOC NEUROLOGICAL SURGEONS","0022-3085","1933-0693",3.737,2014
"AMER ROENTGEN RAY SOC","0361-803X","1546-3141",2.731,2014
"NATURE PUBLISHING GROUP","1471-0056","1471-0064",36.978,2014
"ELSEVIER SCIENCE SA","0010-8545","1873-3840",12.239,2014
"PERGAMON-ELSEVIER SCIENCE LTD","0009-2509","1873-4405",2.337,2014
"ELSEVIER SCIENCE INC","0161-6420","1549-4713",6.135,2014
"ELSEVIER SCI LTD","0016-2361","1873-7153",3.52,2014
"ELSEVIER SCI LTD","0016-2361","1873-7153",3.52,2014
"NATURE PUBLISHING GROUP","1474-1733","1474-1741",34.985,2014
"ELSEVIER SCIENCE BV","0014-2999","1879-0712",2.532,2014
"WILEY-BLACKWELL","0192-8651","1096-987X",3.589,2014
"LIPPINCOTT WILLIAMS & WILKINS","0148-396X","1524-4040",3.62,2014
"LIPPINCOTT WILLIAMS & WILKINS","0148-396X","1524-4040",3.62,2014
"EUROPEAN RESPIRATORY SOC JOURNALS LTD","0903-1936","1399-3003",7.636,2014
"ELSEVIER SCIENCE LONDON","0169-5347","1872-8383",16.196,2014
"ELSEVIER SCIENCE LONDON","0169-5347","1872-8383",16.196,2014
"ELSEVIER SCIENCE LONDON","0169-5347","1872-8383",16.196,2014
"LIPPINCOTT WILLIAMS & WILKINS","0195-9131","1530-0315",3.983,2014
"OXFORD UNIV PRESS","0268-1161","1460-2350",4.569,2014
"OXFORD UNIV PRESS","0268-1161","1460-2350",4.569,2014
"ELSEVIER SCIENCE BV","0920-5861","1873-4308",3.893,2014
"ELSEVIER SCIENCE BV","0920-5861","1873-4308",3.893,2014
"ELSEVIER SCIENCE BV","0920-5861","1873-4308",3.893,2014
"IOP PUBLISHING LTD","0021-4922","1347-4065",1.127,2014
"LIPPINCOTT WILLIAMS & WILKINS","0032-1052","1529-4242",2.993,2014
"WILEY-BLACKWELL","0953-816X","1460-9568",3.181,2014
"ELSEVIER SCIENCE BV","0168-8278","1600-0641",11.336,2014
"COMPANY OF BIOLOGISTS LTD","0022-0949","1477-9145",2.897,2014
"PERGAMON-ELSEVIER SCIENCE LTD","0968-0896","1464-3391",2.793,2014
"PERGAMON-ELSEVIER SCIENCE LTD","0968-0896","1464-3391",2.793,2014
"PERGAMON-ELSEVIER SCIENCE LTD","0968-0896","1464-3391",2.793,2014
"CELL PRESS","1535-6108","1878-3686",23.523,2014
"CELL PRESS","1535-6108","1878-3686",23.523,2014
"AMER CHEMICAL SOC","1528-7483","1528-7505",4.891,2014
"AMER CHEMICAL SOC","1528-7483","1528-7505",4.891,2014
"AMER CHEMICAL SOC","1528-7483","1528-7505",4.891,2014
"IEEE-INST ELECTRICAL ELECTRONICS ENGINEERS INC","0018-9286","1558-2523",2.779,2014
"IEEE-INST ELECTRICAL ELECTRONICS ENGINEERS INC","0018-9286","1558-2523",2.779,2014
"UNIV CHICAGO PRESS","0003-0147","1537-5323",3.832,2014
"UNIV CHICAGO PRESS","0003-0147","1537-5323",3.832,2014
"IEEE-INST ELECTRICAL ELECTRONICS ENGINEERS INC","0278-0046","1557-9948",6.498,2014
"IEEE-INST ELECTRICAL ELECTRONICS ENGINEERS INC","0278-0046","1557-9948",6.498,2014
"IEEE-INST ELECTRICAL ELECTRONICS ENGINEERS INC","0278-0046","1557-9948",6.498,2014
"ROYAL SOC CHEMISTRY","1744-683X","1744-6848",4.029,2014
"ROYAL SOC CHEMISTRY","1744-683X","1744-6848",4.029,2014
"ROYAL SOC CHEMISTRY","1744-683X","1744-6848",4.029,2014
"ROYAL SOC CHEMISTRY","1744-683X","1744-6848",4.029,2014
"ELSEVIER SCIENCE BV","0169-409X","1872-8294",15.038,2014
"AMER SOC ANIMAL SCIENCE","0021-8812","1525-3163",2.108,2014
"ELSEVIER SCI LTD","0269-7491","1873-6424",4.143,2014
"LIPPINCOTT WILLIAMS & WILKINS","0029-7844","0029-7844",5.175,2014
"OXFORD UNIV PRESS","0923-7534","1569-8041",7.04,2014
"WILEY-BLACKWELL","0740-3194","1522-2594",3.571,2014
"NATURE PUBLISHING GROUP","1545-9993","1545-9985",13.309,2014
"NATURE PUBLISHING GROUP","1545-9993","1545-9985",13.309,2014
"NATURE PUBLISHING GROUP","1545-9993","1545-9985",13.309,2014
"WILEY-V C H VERLAG GMBH","1613-6810","1613-6829",8.368,2014
"WILEY-V C H VERLAG GMBH","1613-6810","1613-6829",8.368,2014
"WILEY-V C H VERLAG GMBH","1613-6810","1613-6829",8.368,2014
"WILEY-V C H VERLAG GMBH","1613-6810","1613-6829",8.368,2014
"WILEY-V C H VERLAG GMBH","1613-6810","1613-6829",8.368,2014
"WILEY-V C H VERLAG GMBH","1613-6810","1613-6829",8.368,2014
"PERGAMON-ELSEVIER SCIENCE LTD","0006-2952","1873-2968",5.009,2014
"AMER ASSOC CLINICAL CHEMISTRY","0009-9147","1530-8561",7.911,2014
"PERGAMON-ELSEVIER SCIENCE LTD","0038-0717","1879-3428",3.932,2014
"SPRINGER","0012-186X","1432-0428",6.671,2014
"OXFORD UNIV PRESS INC","1047-3211","1460-2199",8.665,2014
"AMER INST PHYSICS","0034-6748","1089-7623",1.614,2014
"AMER INST PHYSICS","0034-6748","1089-7623",1.614,2014
"ACADEMIC PRESS INC ELSEVIER SCIENCE","0042-6822","1089-862X",3.321,2014
"IEEE-INST ELECTRICAL ELECTRONICS ENGINEERS INC","0196-2892","1558-0644",3.514,2014
"IEEE-INST ELECTRICAL ELECTRONICS ENGINEERS INC","0196-2892","1558-0644",3.514,2014
"IEEE-INST ELECTRICAL ELECTRONICS ENGINEERS INC","0196-2892","1558-0644",3.514,2014
"IEEE-INST ELECTRICAL ELECTRONICS ENGINEERS INC","0196-2892","1558-0644",3.514,2014
"ELSEVIER SCIENCE BV","0022-0248","1873-5002",1.698,2014
"ELSEVIER SCIENCE BV","0022-0248","1873-5002",1.698,2014
"ELSEVIER SCIENCE BV","0022-0248","1873-5002",1.698,2014
"PUBLIC LIBRARY SCIENCE","1545-7885","1545-7885",9.343,2014
"PUBLIC LIBRARY SCIENCE","1545-7885","1545-7885",9.343,2014
"NATURE PUBLISHING GROUP","0022-202X","1523-1747",7.216,2014
"BMJ PUBLISHING GROUP","0022-3050","1468-330X",6.807,2014
"BMJ PUBLISHING GROUP","0022-3050","1468-330X",6.807,2014
"BMJ PUBLISHING GROUP","0022-3050","1468-330X",6.807,2014
"WILEY-BLACKWELL","0024-3590","1939-5590",3.794,2014
"WILEY-BLACKWELL","0024-3590","1939-5590",3.794,2014
"ROYAL SOC CHEMISTRY","2046-2069","2046-2069",3.84,2014
"WILEY-BLACKWELL","1354-1013","1365-2486",8.044,2014
"WILEY-BLACKWELL","1354-1013","1365-2486",8.044,2014
"WILEY-BLACKWELL","1354-1013","1365-2486",8.044,2014
"SPRINGER HEIDELBERG","1618-2642","1618-2650",3.436,2014
"SPRINGER HEIDELBERG","1618-2642","1618-2650",3.436,2014
"ELSEVIER SCIENCE BV","0927-0248","1879-3398",5.337,2014
"ELSEVIER SCIENCE BV","0927-0248","1879-3398",5.337,2014
"ELSEVIER SCIENCE BV","0927-0248","1879-3398",5.337,2014
"AMER CHEMICAL SOC","0887-0624","1520-5029",2.79,2014
"AMER CHEMICAL SOC","0887-0624","1520-5029",2.79,2014
"AMER STATISTICAL ASSOC","0162-1459","1537-274X",1.979,2014
"AMER PSYCHOLOGICAL ASSOC","0021-9010","1939-1854",4.799,2014
"AMER PSYCHOLOGICAL ASSOC","0021-9010","1939-1854",4.799,2014
"MOSBY-ELSEVIER","0022-3476","1097-6833",3.79,2014
"BIOMED CENTRAL LTD","1471-2164","1471-2164",3.986,2014
"BIOMED CENTRAL LTD","1471-2164","1471-2164",3.986,2014
"WILEY-BLACKWELL","0884-0431","1523-4681",6.832,2014
"ELSEVIER SCIENCE BV","0009-2541","1872-6836",3.524,2014
"PERGAMON-ELSEVIER SCIENCE LTD","0360-5442","1873-6785",4.844,2014
"PERGAMON-ELSEVIER SCIENCE LTD","0360-5442","1873-6785",4.844,2014
"ELSEVIER SCIENCE INC","1470-2045","1474-5488",24.69,2014
"ELSEVIER SCIENCE BV","0375-9601","1873-2429",1.683,2014
"ELSEVIER SCI LTD","0021-9290","1873-2380",2.751,2014
"ELSEVIER SCI LTD","0021-9290","1873-2380",2.751,2014
"ACADEMIC PRESS INC ELSEVIER SCIENCE","0076-6879","N/A",2.088,2014
"ACADEMIC PRESS INC ELSEVIER SCIENCE","0076-6879","N/A",2.088,2014
"ELSEVIER SCIENCE BV","0304-8853","1873-4766",1.97,2014
"ELSEVIER SCIENCE BV","0304-8853","1873-4766",1.97,2014
"SPRINGER","0033-3158","1432-2072",3.875,2014
"SPRINGER","0033-3158","1432-2072",3.875,2014
"SPRINGER","0033-3158","1432-2072",3.875,2014
"ELSEVIER SCIENCE BV","0378-1127","1872-7042",2.66,2014
"ELSEVIER SCIENCE BV","0011-9164","1873-4464",3.756,2014
"ELSEVIER SCIENCE BV","0011-9164","1873-4464",3.756,2014
"ROYAL SOC CHEMISTRY","1463-9262","1463-9270",8.02,2014
"NATURE PUBLISHING GROUP","1754-2189","1750-2799",9.673,2014
"AMER PHYSIOLOGICAL SOC","0031-9333","1522-1210",27.324,2014
"PERGAMON-ELSEVIER SCIENCE LTD","0010-938X","1879-0496",4.422,2014
"PERGAMON-ELSEVIER SCIENCE LTD","0010-938X","1879-0496",4.422,2014
"CENTERS DISEASE CONTROL","1080-6040","1080-6059",6.751,2014
"CENTERS DISEASE CONTROL","1080-6040","1080-6059",6.751,2014
"ELSEVIER SCIENCE BV","0044-8486","1873-5622",1.878,2014
"ELSEVIER SCIENCE BV","0044-8486","1873-5622",1.878,2014
"ELSEVIER IRELAND LTD","0378-8741","1872-7573",2.998,2014
"ELSEVIER IRELAND LTD","0378-8741","1872-7573",2.998,2014
"ELSEVIER IRELAND LTD","0378-8741","1872-7573",2.998,2014
"ELSEVIER IRELAND LTD","0378-8741","1872-7573",2.998,2014
"WILEY-BLACKWELL","0002-8614","1532-5415",4.572,2014
"WILEY-BLACKWELL","0002-8614","1532-5415",4.572,2014
"WILEY-BLACKWELL","0009-3920","1467-8624",4.061,2014
"WILEY-BLACKWELL","0009-3920","1467-8624",4.061,2014
"BAISHIDENG PUBLISHING GROUP INC","1007-9327","2219-2840",2.369,2014
"WILEY-BLACKWELL","0012-9682","1468-0262",3.889,2014
"WILEY-BLACKWELL","0012-9682","1468-0262",3.889,2014
"WILEY-BLACKWELL","0012-9682","1468-0262",3.889,2014
"WILEY-BLACKWELL","0012-9682","1468-0262",3.889,2014
"AMER PSYCHOLOGICAL ASSOC","0033-295X","1939-1471",7.972,2014
"AMER PSYCHOLOGICAL ASSOC","0033-295X","1939-1471",7.972,2014
"LIPPINCOTT WILLIAMS & WILKINS","0041-1337","1534-6080",3.828,2014
"LIPPINCOTT WILLIAMS & WILKINS","0041-1337","1534-6080",3.828,2014
"LIPPINCOTT WILLIAMS & WILKINS","0041-1337","1534-6080",3.828,2014
"SPRINGER","0032-079X","1573-5036",2.952,2014
"SPRINGER","0032-079X","1573-5036",2.952,2014
"SPRINGER","0032-079X","1573-5036",2.952,2014
"ELSEVIER SCI LTD","0306-2619","1872-9118",5.613,2014
"ELSEVIER SCI LTD","0306-2619","1872-9118",5.613,2014
"IOP PUBLISHING LTD","0067-0049","1538-4365",11.215,2014
"NATURE PUBLISHING GROUP","1474-1776","1474-1784",41.908,2014
"NATURE PUBLISHING GROUP","1474-1776","1474-1784",41.908,2014
"ROYAL SOC CHEMISTRY","1477-0520","1477-0539",3.562,2014
"LIPPINCOTT WILLIAMS & WILKINS","0003-3022","1528-1175",5.879,2014
"MOSBY-ELSEVIER","0022-5223","1097-685X",4.168,2014
"MOSBY-ELSEVIER","0022-5223","1097-685X",4.168,2014
"MOSBY-ELSEVIER","0022-5223","1097-685X",4.168,2014
"AMER INST PHYSICS","1070-6631","1089-7666",2.031,2014
"AMER INST PHYSICS","1070-6631","1089-7666",2.031,2014
"ELSEVIER SCIENCE BV","0168-9002","1872-9576",1.216,2014
"ELSEVIER SCIENCE BV","0168-9002","1872-9576",1.216,2014
"ELSEVIER SCIENCE BV","0168-9002","1872-9576",1.216,2014
"ELSEVIER SCIENCE BV","0168-9002","1872-9576",1.216,2014
"CELL PRESS","1534-5807","1878-1551",9.708,2014
"CELL PRESS","1534-5807","1878-1551",9.708,2014
"ELSEVIER SCIENCE BV","0167-2738","1872-7689",2.561,2014
"ELSEVIER SCIENCE BV","0167-2738","1872-7689",2.561,2014
"AMER INST PHYSICS","1070-664X","1089-7674",2.142,2014
"OXFORD UNIV PRESS","0305-7453","1460-2091",5.313,2014
"OXFORD UNIV PRESS","0305-7453","1460-2091",5.313,2014
"OXFORD UNIV PRESS","0305-7453","1460-2091",5.313,2014
"ELSEVIER SCI LTD","0959-8049","1879-0852",5.417,2014
"WILEY-BLACKWELL","0022-1082","1540-6261",5.424,2014
"WILEY-BLACKWELL","0022-1082","1540-6261",5.424,2014
"NATURE PUBLISHING GROUP","1749-4885","1749-4893",32.386,2014
"NATURE PUBLISHING GROUP","1749-4885","1749-4893",32.386,2014
"ELSEVIER SCIENCE SA","1572-6657","1873-2569",2.729,2014
"ELSEVIER SCIENCE SA","1572-6657","1873-2569",2.729,2014
"ACADEMIC PRESS LTD- ELSEVIER SCIENCE LTD","0003-3472","1095-8282",3.137,2014
"ACADEMIC PRESS LTD- ELSEVIER SCIENCE LTD","0003-3472","1095-8282",3.137,2014
"SAGE PUBLICATIONS INC","0956-7976","1467-9280",4.94,2014
"WILEY-BLACKWELL","0006-3592","1097-0290",4.126,2014
"PERGAMON-ELSEVIER SCIENCE LTD","0028-3932","1873-3514",3.302,2014
"PERGAMON-ELSEVIER SCIENCE LTD","0028-3932","1873-3514",3.302,2014
"PERGAMON-ELSEVIER SCIENCE LTD","0028-3932","1873-3514",3.302,2014
"AMER METEOROLOGICAL SOC","0022-4928","1520-0469",3.143,2014
"WILEY-BLACKWELL","0887-624X","1099-0518",3.113,2014
"ELSEVIER SCIENCE INC","1388-2481","1873-1902",4.847,2014
"PERGAMON-ELSEVIER SCIENCE LTD","1359-6462","1872-8456",3.224,2014
"PERGAMON-ELSEVIER SCIENCE LTD","1359-6462","1872-8456",3.224,2014
"PERGAMON-ELSEVIER SCIENCE LTD","1359-6462","1872-8456",3.224,2014
"ELSEVIER SCIENCE BV","0927-7757","1873-4359",2.752,2014
"WILEY-BLACKWELL","1461-023X","1461-0248",10.689,2014
"ELSEVIER SCI LTD","0301-4215","1873-6777",2.575,2014
"ELSEVIER SCI LTD","0301-4215","1873-6777",2.575,2014
"ELSEVIER SCI LTD","0301-4215","1873-6777",2.575,2014
"IEEE-INST ELECTRICAL ELECTRONICS ENGINEERS INC","1053-587X","1941-0476",2.787,2014
"ROYAL SOC CHEMISTRY","1466-8033","1466-8033",4.034,2014
"ROYAL SOC CHEMISTRY","1466-8033","1466-8033",4.034,2014
"ELSEVIER SCIENCE BV","0039-6028","1879-2758",1.925,2014
"ELSEVIER SCIENCE BV","0039-6028","1879-2758",1.925,2014
"ROYAL SOC CHEMISTRY","0003-2654","1364-5528",4.107,2014
"ACADEMIC PRESS LTD- ELSEVIER SCIENCE LTD","0022-460X","1095-8568",1.813,2014
"ACADEMIC PRESS LTD- ELSEVIER SCIENCE LTD","0022-460X","1095-8568",1.813,2014
"ACADEMIC PRESS LTD- ELSEVIER SCIENCE LTD","0022-460X","1095-8568",1.813,2014
"BIOMED CENTRAL LTD","1465-6906","1474-760X",10.81,2014
"BIOMED CENTRAL LTD","1465-6906","1474-760X",10.81,2014
"ELSEVIER SCIENCE INC","0002-9343","1555-7162",5.003,2014
"SOC NUCLEAR MEDICINE INC","0161-5505","1535-5667",6.16,2014
"ROYAL COLLEGE OF PSYCHIATRISTS","0007-1250","1472-1465",7.991,2014
"ROYAL COLLEGE OF PSYCHIATRISTS","0007-1250","1472-1465",7.991,2014
"ELSEVIER IRELAND LTD","0304-3835","1872-7980",5.621,2014
"LIPPINCOTT WILLIAMS & WILKINS","0269-9370","1473-5571",5.554,2014
"LIPPINCOTT WILLIAMS & WILKINS","0269-9370","1473-5571",5.554,2014
"LIPPINCOTT WILLIAMS & WILKINS","0269-9370","1473-5571",5.554,2014
"OXFORD UNIV PRESS","0931-0509","1460-2385",3.577,2014
"OXFORD UNIV PRESS","0931-0509","1460-2385",3.577,2014
"OXFORD UNIV PRESS","0143-3334","1460-2180",5.334,2014
"WILEY-BLACKWELL","0013-9580","1528-1167",4.571,2014
"ACAD MANAGEMENT","0001-4273","1948-0989",6.448,2014
"ACAD MANAGEMENT","0001-4273","1948-0989",6.448,2014
"NATURE PUBLISHING GROUP","2045-2322","2045-2322",5.578,2014
"ELSEVIER SCIENCE BV","0022-3093","1873-4812",1.766,2014
"ELSEVIER SCIENCE BV","0022-3093","1873-4812",1.766,2014
"WILEY-V C H VERLAG GMBH","1434-193X","1099-0690",3.065,2014
"ELSEVIER SCIENCE BV","0370-1573","1873-6270",20.033,2014
"NATURE PUBLISHING GROUP","0893-133X","1740-634X",7.048,2014
"NATURE PUBLISHING GROUP","0893-133X","1740-634X",7.048,2014
"NATURE PUBLISHING GROUP","0893-133X","1740-634X",7.048,2014
"AMER METEOROLOGICAL SOC","0027-0644","1520-0493",3.358,2014
"PERGAMON-ELSEVIER SCIENCE LTD","1364-0321","1879-0690",5.901,2014
"ELSEVIER SCIENCE SA","0022-328X","1872-8561",2.173,2014
"ELSEVIER SCIENCE SA","0022-328X","1872-8561",2.173,2014
"OXFORD UNIV PRESS","0008-6363","1755-3245",5.94,2014
"ELSEVIER SCIENCE SA","0254-0584","1879-3312",2.259,2014
"NATURE PUBLISHING GROUP","1745-2473","1745-2481",20.147,2014
"LIPPINCOTT WILLIAMS & WILKINS","0003-2999","0003-2999",3.472,2014
"AMER SOC BIOCHEMISTRY MOLECULAR BIOLOGY INC","0022-2275","1539-7262",4.421,2014
"ELSEVIER SCIENCE BV","0040-1951","1879-3266",2.872,2014
"ELSEVIER SCIENCE BV","0022-3115","1873-4820",1.865,2014
"ELSEVIER SCIENCE BV","0022-3115","1873-4820",1.865,2014
"ELSEVIER SCIENCE BV","0022-3115","1873-4820",1.865,2014
"IOP PUBLISHING LTD","1367-2630","1367-2630",3.558,2014
"SPRINGER","0014-4819","1432-1106",2.036,2014
"ELSEVIER SCIENCE BV","0378-1119","1879-0038",2.138,2014
"ROYAL SOC CHEMISTRY","1473-0197","1473-0189",6.115,2014
"ROYAL SOC CHEMISTRY","1473-0197","1473-0189",6.115,2014
"ROYAL SOC CHEMISTRY","1473-0197","1473-0189",6.115,2014
"ELSEVIER SCIENCE BV","0302-2838","1873-7560",13.938,2014
"ELSEVIER SCI LTD","0006-3207","1873-2917",3.762,2014
"ELSEVIER SCI LTD","0006-3207","1873-2917",3.762,2014
"ELSEVIER SCI LTD","0006-3207","1873-2917",3.762,2014
"SOC STUDY REPRODUCTION","0006-3363","1529-7268",3.318,2014
"WILEY-BLACKWELL","0021-8898","1600-5767",3.984,2014
"ACADEMIC PRESS INC ELSEVIER SCIENCE","0022-4596","1095-726X",2.133,2014
"ACADEMIC PRESS INC ELSEVIER SCIENCE","0022-4596","1095-726X",2.133,2014
"AMER PHYSIOLOGICAL SOC","0363-6119","1522-1490",3.106,2014
"ELSEVIER SCIENCE BV","1570-0232","1873-376X",2.729,2014
"ELSEVIER SCIENCE BV","1570-0232","1873-376X",2.729,2014
"IEEE-INST ELECTRICAL ELECTRONICS ENGINEERS INC","0885-8993","1941-0107",6.008,2014
"ELSEVIER SCIENCE BV","0166-4328","1872-7549",3.028,2014
"ELSEVIER SCIENCE BV","0166-4328","1872-7549",3.028,2014
"INFORMS","0025-1909","1526-5501",2.482,2014
"INFORMS","0025-1909","1526-5501",2.482,2014
"AMER CHEMICAL SOC","0163-3864","1520-6025",3.798,2014
"AMER CHEMICAL SOC","0163-3864","1520-6025",3.798,2014
"AMER CHEMICAL SOC","0163-3864","1520-6025",3.798,2014
"ELSEVIER SCIENCE SA","0924-0136","1873-4774",2.236,2014
"ELSEVIER SCIENCE SA","0924-0136","1873-4774",2.236,2014
