"Name","Web of Science Documents","% Docs Cited","Category Normalized Citation Impact","International Collaborations","Gold Documents","Domestic Collaborations","State or Province","Corresponding Author (2008-2024)","Times Cited without Self-Citations","H-Index without Self-Citations","Year"
"National Radio Astronomy Observatory (NRAO)",321,83.18,1.34926635514019,234,1,58,"NEW MEXICO, USA",64,11041,54,2014
"University of Massachusetts Lowell",671,70.94,1.10120611028316,153,39,253,"MASSACHUSETTS, USA",359,14206,53,2014
"Bowling Green State University",523,73.61,1.18968317399618,102,24,175,"OHIO, USA",311,10911,52,2014
"University of South Dakota",353,77.05,1.30240169971671,75,39,159,"SOUTH DAKOTA, USA",147,10710,52,2014
"Wake Forest University School of Medicine",233,87.98,2.09126394849785,91,35,85,"NORTH CAROLINA, USA",48,15604,52,2014
"Louisiana State University Health Sciences Center at Shreveport",527,65.46,0.93524174573055,93,47,194,"LOUISIANA, USA",245,11332,52,2014
"Howard University",711,63.01,0.833548804500703,179,80,280,"DISTRICT OF COLUMBIA, USA",286,14019,51,2014
"Oakland University",768,72.79,0.863062109375,177,46,333,"MICHIGAN, USA",363,12328,51,2014
"New Jersey Institute of Technology",642,81,1.0725984423676,253,46,187,"NEW JERSEY, USA",350,11834,51,2014
"Clarkson University",402,81.09,0.896276368159204,173,25,103,"NEW YORK, USA",214,8305,51,2014
"California Polytechnic State University San Luis Obispo",426,65.73,1.20282159624413,120,37,149,"CALIFORNIA, USA",185,8313,50,2014
"Wright State University Dayton",671,79.58,1.21810461997019,128,43,323,"OHIO, USA",333,13826,50,2014
"Texas State University San Marcos",695,75.11,1.04627971223022,169,38,253,"TEXAS, USA",397,11671,50,2014
"University of Arkansas Little Rock",469,64.18,1.390260554371,107,34,204,"ARKANSAS, USA",191,9240,49,2014
"University of New Orleans",364,74.73,0.985838461538462,137,14,112,"LOUISIANA, USA",170,9050,49,2014
"Stevens Institute of Technology",409,80.44,1.31456821515892,143,25,118,"NEW JERSEY, USA",239,8526,49,2014
"Columbia University Teachers College",374,81.55,1.76586363636364,56,12,186,"NEW YORK, USA",185,9965,49,2014
"Villanova University",656,64.18,0.869249695121951,117,22,233,"PENNSYLVANIA, USA",418,9453,49,2014
"Hampton University",241,82.99,1.49180497925311,144,71,67,"VIRGINIA, USA",55,8826,49,2014
"University of Maryland Center for Environmental Science",220,96.36,1.38756,81,34,110,"MARYLAND, USA",85,8915,49,2014
"Fairfield University",248,72.58,2.75715766129032,108,57,48,"CONNECTICUT, USA",111,8791,49,2014
"University of Alabama Huntsville",438,82.65,0.982901369863014,155,23,161,"ALABAMA, USA",214,10197,48,2014
"Nova Southeastern University",486,74.9,1.21533004115226,117,49,225,"FLORIDA, USA",207,11852,48,2014
"California State University Fresno",310,75.81,1.39216741935484,137,67,88,"CALIFORNIA, USA",111,9296,48,2014
"Clark University",288,73.26,1.47792743055556,87,15,68,"MASSACHUSETTS, USA",159,9567,47,2014
"State University of New York (SUNY) College of Environmental Science & Forestry",318,90.57,1.28660188679245,104,36,123,"NEW YORK, USA",101,10011,47,2014
"Stony Brook University Hospital",298,70.81,1.1620211409396,89,28,110,"NEW YORK, USA",35,7952,47,2014
"California State University Northridge",424,71.7,1.07486485849057,119,22,142,"CALIFORNIA, USA",216,9214,47,2014
"Rosalind Franklin University of Medicine & Science",259,74.13,1.05610579150579,56,39,139,"ILLINOIS, USA",89,6487,46,2014
"University of Missouri Saint Louis",407,83.54,1.14963636363636,122,20,163,"MISSOURI, USA",224,10044,46,2014
"New Mexico Institute of Mining Technology",231,82.68,1.41731471861472,105,26,75,"NEW MEXICO, USA",103,6882,46,2014
"University of North Texas Health Science Center",321,76.95,0.941976635514019,94,43,145,"TEXAS, USA",148,8494,46,2014
"Vanderbilt University Peabody College",190,88.42,2.29341684210526,26,9,109,"TENNESSEE, USA",59,9869,46,2014
"University of Southern Mississippi",529,71.27,0.723689413988658,64,28,233,"MISSISSIPPI, USA",276,8582,45,2014
"University of Dayton",497,72.23,1.05219496981891,78,22,228,"OHIO, USA",302,9174,45,2014
"Duquesne University",501,59.68,0.807941117764471,79,18,171,"PENNSYLVANIA, USA",288,8348,45,2014
"Texas Christian University",411,68.86,1.13759902676399,72,13,128,"TEXAS, USA",254,8190,45,2014
"Marquette University",656,73.02,1.00494207317073,89,41,265,"WISCONSIN, USA",388,9530,45,2014
"University Massachusetts Dartmouth",333,79.58,1.26901411411411,119,20,133,"MASSACHUSETTS, USA",151,7104,45,2014
"University of Texas Rio Grande Valley",515,68.16,0.712860776699029,143,32,130,"TEXAS, USA",280,7571,45,2014
"Queens College NY (CUNY)",401,72.57,1.08786857855362,99,27,145,"NEW YORK, USA",237,8059,45,2014
"California State University Fullerton",541,63.4,0.80593382624769,119,16,174,"CALIFORNIA, USA",306,7243,44,2014
"Boise State University",475,73.68,0.941586947368421,97,25,200,"IDAHO, USA",262,8330,44,2014
"Illinois State University",553,73.6,0.972784267631103,88,17,198,"ILLINOIS, USA",326,7943,44,2014
"Central Michigan University",536,69.78,0.690066044776119,113,30,216,"MICHIGAN, USA",280,8169,44,2014
"Western Michigan University",620,66.61,0.803386774193548,145,53,217,"MICHIGAN, USA",342,7910,44,2014
"North Carolina A&T State University",354,67.23,1.08853983050847,67,18,143,"NORTH CAROLINA, USA",173,8997,44,2014
"IU Kelley School of Business",125,92,3.124164,40,2,56,"INDIANA, USA",60,9213,44,2014
"Idaho State University",389,76.61,1.15455629820051,108,25,159,"IDAHO, USA",185,7996,43,2014
"University of Minnesota Duluth",341,80.06,1.53764809384164,111,30,121,"MINNESOTA, USA",159,8462,43,2014
"Montclair State University",365,71.78,1.17107917808219,88,9,129,"NEW JERSEY, USA",214,8212,43,2014
"Rowan University",426,71.36,0.891179812206573,70,37,204,"NEW JERSEY, USA",191,6466,43,2014
"East Tennessee State University",477,70.23,0.922199580712788,108,51,171,"TENNESSEE, USA",240,7324,43,2014
"Chapman University",305,74.75,1.07616131147541,90,27,107,"CALIFORNIA, USA",166,6281,43,2014
"University of North Carolina Wilmington",397,77.83,0.881151889168766,96,32,154,"NORTH CAROLINA, USA",193,6946,43,2014
"Santa Clara University",391,65.73,1.18414910485934,83,24,102,"CALIFORNIA, USA",254,7383,42,2014
"University of Colorado at Colorado Springs",367,67.57,1.12339346049046,99,21,108,"COLORADO, USA",205,7887,42,2014
"Catholic University of America",538,68.03,0.865655204460967,142,23,174,"DISTRICT OF COLUMBIA, USA",287,7798,42,2014
"Manhattan University",164,75,1.6882756097561,85,57,34,"NEW YORK, USA",61,5599,42,2014
"Cleveland State University",469,70.36,0.880478038379531,101,34,184,"OHIO, USA",261,7982,42,2014
"Towson University",399,68.42,0.982769423558897,70,32,157,"MARYLAND, USA",213,7420,42,2014
"Wesleyan University",280,68.93,1.40754535714286,53,19,83,"CONNECTICUT, USA",173,7132,41,2014
"Georgia Southern University",501,65.67,0.688929740518962,88,31,209,"GEORGIA, USA",274,8076,41,2014
"Jackson State University",266,71.43,1.58679436090226,82,27,89,"MISSISSIPPI, USA",111,12938,41,2014
"Carolinas Medical Center",287,75.96,1.64195470383275,47,19,138,"NORTH CAROLINA, USA",90,6605,41,2014
"California State University Long Beach",459,69.06,1.12443747276688,92,21,160,"CALIFORNIA, USA",248,7136,40,2014
"California State University Los Angeles",255,76.86,1.52391019607843,73,11,85,"CALIFORNIA, USA",115,6358,40,2014
"San Jose State University",563,60.92,0.84648188277087,162,17,167,"CALIFORNIA, USA",305,6751,40,2014
"Appalachian State University",376,73.14,1.03054441489362,68,13,145,"NORTH CAROLINA, USA",222,6089,40,2014
"South Dakota School Mines & Technology",191,82.72,1.40371518324607,56,10,77,"SOUTH DAKOTA, USA",105,7307,40,2014
"Spaulding Rehabilitation Hospital",118,83.9,1.33811355932203,50,13,63,"MASSACHUSETTS, USA",25,4489,40,2014
"DePaul University",529,70.7,0.953430434782609,79,11,177,"ILLINOIS, USA",333,6945,39,2014
"Wichita State University",370,68.38,0.795111621621622,82,11,118,"KANSAS, USA",231,4793,39,2014
"University of Louisiana Lafayette",341,79.18,1.01783284457478,114,27,112,"LOUISIANA, USA",192,5904,39,2014
"Saint John's University",478,53.77,1.24285815899582,75,23,165,"NEW YORK, USA",266,7749,39,2014
"College of Charleston",349,68.19,0.999533810888252,72,18,133,"SOUTH CAROLINA, USA",208,5572,39,2014
"Brooklyn College (CUNY)",316,69.62,1.31643449367089,60,18,126,"NEW YORK, USA",195,8875,39,2014
"University Hawaii Hilo",221,82.35,1.41574705882353,72,18,93,"HAWAII, USA",90,7712,38,2014
"University of Illinois Peoria",244,66.8,0.999424180327869,55,22,108,"ILLINOIS, USA",54,4993,38,2014
"Florida A&M University",307,73.94,0.759127687296417,69,25,140,"FLORIDA, USA",155,5397,38,2014
"University of Toledo Health Science Campus",347,72.62,0.928908645533141,63,41,132,"OHIO, USA",27,6714,38,2014
"Rutgers University Camden",232,70.26,1.40614568965517,48,19,75,"NEW JERSEY, USA",148,4460,37,2014
"James Madison University",413,65.86,0.976690314769976,66,12,137,"VIRGINIA, USA",243,7413,37,2014
"Haverford College",155,74.19,4.29469806451613,50,6,37,"PENNSYLVANIA, USA",75,19703,37,2014
"Northeast Ohio Medical University (NEOMED)",272,66.54,0.998902205882353,39,37,180,"OHIO, USA",68,5616,37,2014
"Chicago Medical School",149,83.22,0.978893288590604,27,26,74,"ILLINOIS, USA",48,4414,37,2014
"University of Alaska Anchorage",239,82.85,1.12654351464435,65,17,107,"ALASKA, USA",101,5934,37,2014
"University of San Francisco",314,63.69,1.29109872611465,58,11,111,"CALIFORNIA, USA",163,4929,36,2014
"Western University of Health Sciences",230,72.17,0.87783,59,31,103,"CALIFORNIA, USA",101,4842,36,2014
"Kennesaw State University",329,64.13,1.42950759878419,48,10,115,"GEORGIA, USA",195,13512,36,2014
"Ball State University",423,64.3,0.828169739952719,56,17,169,"INDIANA, USA",269,5335,36,2014
"College of Staten Island (CUNY)",285,63.86,0.958253333333333,58,17,108,"NEW YORK, USA",162,5020,36,2014
"The New School",330,54.24,1.41422878787879,45,6,60,"NEW YORK, USA",215,5687,36,2014
"University of Tulsa",375,63.73,0.889188,80,14,109,"OKLAHOMA, USA",178,6165,36,2014
"John H Stroger Junior Hospital Cook County",251,66.93,1.18371912350598,30,17,159,"ILLINOIS, USA",50,5202,36,2014
"Wellesley College",279,61.65,0.952684229390681,44,16,86,"MASSACHUSETTS, USA",169,4294,36,2014
"Utah Valley University",155,72.9,1.73463806451613,58,34,40,"UTAH, USA",65,4739,36,2014
"Claremont Graduate School",450,63.56,0.827098222222222,66,18,179,"CALIFORNIA, USA",257,6350,35,2014
"University of San Diego",290,63.1,1.28077551724138,49,7,114,"CALIFORNIA, USA",161,6519,35,2014
"University of the Pacific",345,66.09,0.804059710144927,68,20,129,"CALIFORNIA, USA",171,4989,35,2014
"Mount Holyoke College",179,68.16,1.61013184357542,37,5,58,"MASSACHUSETTS, USA",87,4658,35,2014
"Lamar University",230,62.17,0.701826086956522,123,6,36,"TEXAS, USA",96,4437,35,2014
"Sam Houston State University",346,72.54,1.09510780346821,74,23,132,"TEXAS, USA",204,5372,35,2014
"University of Richmond",295,66.78,2.11613084745763,58,17,76,"VIRGINIA, USA",161,4715,35,2014
"Western Washington University",281,64.77,0.909936298932384,63,12,84,"WASHINGTON, USA",175,5082,35,2014
"UPMC Presbyterian",130,84.62,1.67343538461538,20,4,61,"PENNSYLVANIA, USA",92,4762,35,2014
"Midwestern University",277,73.29,0.908657039711191,46,29,167,"ILLINOIS, USA",99,5413,35,2014
"Swarthmore College",204,70.1,1.48020049019608,38,6,69,"PENNSYLVANIA, USA",116,4107,35,2014
"Delaware State University",151,81.46,1.28969337748344,85,10,35,"DELAWARE, USA",90,3818,34,2014
"Western Kentucky University",374,59.63,1.00947139037433,86,26,137,"KENTUCKY, USA",203,7962,34,2014
"Lehman College (CUNY)",254,67.72,1.34302204724409,66,18,90,"NEW YORK, USA",121,4638,34,2014
"Meharry Medical College",200,72.5,1.3941765,21,32,126,"TENNESSEE, USA",67,3787,34,2014
"Texas A&M University Kingsville",255,71.37,0.896178039215686,102,47,101,"TEXAS, USA",98,3870,34,2014
"Marshall University",328,66.46,0.909001524390244,60,30,110,"WEST VIRGINIA, USA",187,6183,34,2014
"University of Puerto Rico Rio Piedras",193,88.08,0.878205699481865,73,36,83,"PUERTO RICO, USA",89,4762,34,2014
"SUNY Community College",252,67.46,0.870065476190476,78,24,83,"NEW YORK, USA",102,3779,34,2014
"California State Polytechnic University Pomona",204,74.51,0.818297058823529,48,22,69,"CALIFORNIA, USA",114,3277,33,2014
"University of North Florida",310,68.39,0.960017096774194,70,25,113,"FLORIDA, USA",190,4274,33,2014
"Mercer University",253,64.03,1.33002687747036,57,16,101,"GEORGIA, USA",118,3456,33,2014
"Smith College",266,61.65,1.06614135338346,49,11,83,"MASSACHUSETTS, USA",164,4306,33,2014
"Baruch College (CUNY)",267,70.04,1.10052621722846,75,11,57,"NEW YORK, USA",162,4290,33,2014
"Morehouse School of Medicine",203,65.52,0.990755172413793,41,24,115,"GEORGIA, USA",52,3801,33,2014
"Eastern Michigan University",255,61.57,0.857779215686274,48,7,90,"MICHIGAN, USA",133,4430,32,2014
"Grand Valley State University",380,63.42,1.39351789473684,50,31,135,"MICHIGAN, USA",220,5106,32,2014
"Franklin & Marshall College",207,55.07,1.02112850241546,39,7,64,"PENNSYLVANIA, USA",106,3613,32,2014
"Texas Tech University Health Sciences Center Amarillo",149,61.07,0.806246308724832,27,26,62,"TEXAS, USA",64,3527,32,2014
"Loyola Marymount University",263,66.54,1.21466045627376,33,7,75,"CALIFORNIA, USA",177,4108,31,2014
"Bucknell University",295,59.32,1.01573694915254,40,19,105,"PENNSYLVANIA, USA",166,3442,31,2014
"SUNY Polytechnic Institute",193,76.17,0.915911398963731,24,21,125,"NEW YORK, USA",86,4405,31,2014
"Chicago State University",97,79.38,1.76314948453608,39,19,40,"ILLINOIS, USA",21,3178,30,2014
"Morgan State University",174,75.29,1.25579885057471,42,17,87,"MARYLAND, USA",67,3706,30,2014
"John Jay College of Criminal Justice (CUNY)",184,64.67,1.18687065217391,30,2,73,"NEW YORK, USA",117,3459,30,2014
"Middle Tennessee State University",252,66.27,1.11375833333333,47,15,89,"TENNESSEE, USA",150,3310,30,2014
"Sonoma State University",134,71.64,1.19878432835821,52,5,36,"CALIFORNIA, USA",64,3605,30,2014
"University of Northern Colorado",224,71.88,0.895265178571429,32,15,95,"COLORADO, USA",121,3457,29,2014
"Indiana State University",232,57.76,0.638537931034483,63,9,76,"INDIANA, USA",97,3155,29,2014
"Indiana University Purdue University Fort Wayne",161,77.02,0.916876397515528,41,6,43,"INDIANA, USA",109,3100,29,2014
"Loyola University Maryland",186,72.58,1.04841451612903,31,6,63,"MARYLAND, USA",126,3004,29,2014
"Suffolk University",184,66.3,0.928307608695652,32,7,51,"MASSACHUSETTS, USA",108,3118,29,2014
"North Carolina Central University",157,73.89,0.876700636942675,59,24,58,"NORTH CAROLINA, USA",65,4453,29,2014
"Central Washington University",126,75.4,0.988271428571429,31,8,47,"WASHINGTON, USA",70,2608,29,2014
"College of New Jersey",227,62.11,0.934973568281938,27,9,74,"NEW JERSEY, USA",133,4184,29,2014
"Louisiana State University School of Veterinary Medicine",134,90.3,0.867915671641791,34,25,59,"LOUISIANA, USA",71,2382,29,2014
"California State University Sacramento",245,63.67,0.668316326530612,40,9,110,"CALIFORNIA, USA",126,2852,29,2014
"Southern University & A&M College",85,80,1.43419882352941,32,7,35,"LOUISIANA, USA",29,2743,28,2014
"University of St Thomas Minnesota",271,56.09,0.891882656826568,23,7,86,"MINNESOTA, USA",173,2877,28,2014
"Missouri State University",227,71.81,0.768308810572687,51,4,77,"MISSOURI, USA",119,2610,28,2014
"Skidmore College",161,52.17,0.689544720496895,34,11,47,"NEW YORK, USA",86,2288,28,2014
"Youngstown State University",168,61.9,0.718024404761905,47,11,74,"OHIO, USA",73,2218,28,2014
"Tennessee State University",198,64.65,1.25495555555556,48,26,92,"TENNESSEE, USA",66,3812,28,2014
"Tuskegee University",144,67.36,0.6568,20,12,79,"ALABAMA, USA",64,2760,28,2014
"Oklahoma State University - Tulsa",66,95.45,1.43340606060606,21,3,34,"OKLAHOMA, USA",40,2214,28,2014
"Charles R. Drew University of Medicine & Science",105,65.71,0.892504761904762,14,6,70,"CALIFORNIA, USA",37,2827,28,2014
"Mays Business School",66,92.42,1.82842878787879,16,0,42,"TEXAS, USA",31,3100,28,2014
"California State Polytechnic University, Humboldt",128,84.38,1.2667578125,23,20,66,"CALIFORNIA, USA",62,5013,28,2014
"California State University San Marcos",135,66.67,1.02714814814815,28,6,55,"CALIFORNIA, USA",67,3376,27,2014
"Simmons University",130,66.92,3.06093307692308,17,6,55,"MASSACHUSETTS, USA",67,9286,27,2014
"Williams College",201,59.7,0.952174129353234,33,7,58,"MASSACHUSETTS, USA",129,2281,27,2014
"Oberlin College",187,63.1,1.30912780748663,25,10,54,"OHIO, USA",117,2942,27,2014
"Trinity University",202,59.9,0.762272277227723,35,15,49,"TEXAS, USA",121,3119,27,2014
"University of Washington Tacoma",140,78.57,1.86470928571429,34,5,60,"WASHINGTON, USA",79,3270,27,2014
"Bowdoin College",170,68.24,1.50320235294118,36,12,39,"MAINE, USA",99,4644,27,2014
"National Center for Ecological Analysis & Synthesis",35,100,2.59768571428571,24,12,9,"CALIFORNIA, USA",5,3026,27,2014
"University of Texas-Health Sciences Center at Tyler (UTHSCT)",87,74.71,1.63790459770115,24,10,38,"TEXAS, USA",30,2173,27,2014
"Bentley University",150,76.67,1.325796,43,7,40,"MASSACHUSETTS, USA",98,2647,27,2014
"Florida Gulf Coast University",168,66.07,0.789523214285714,36,4,79,"FLORIDA, USA",94,2687,27,2014
"Quinnipiac University",172,72.67,0.951847093023256,15,5,91,"CONNECTICUT, USA",76,3748,26,2014
"Eastern Kentucky University",178,72.47,1.00819269662921,30,6,68,"KENTUCKY, USA",104,3738,26,2014
"Adelphi University",179,62.01,0.690634078212291,32,6,56,"NEW YORK, USA",96,2024,26,2014
"Albany College of Pharmacy & Health Sciences",110,75.45,1.03884363636364,36,10,54,"NEW YORK, USA",39,2330,26,2014
"Saint Joseph's University",163,61.35,0.850029447852761,10,6,55,"PENNSYLVANIA, USA",105,2485,26,2014
